Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name(T),Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2016-07-06,NICHOLLS TYREMAN ESTATE AGENTS,4656533,375,Bond Claim
Harrogate Borough Council,Transfer Payments,R,Community,Homelessness,Preventing Repossession Fund,2016-07-04,ROOFTOP MORTGAGES,4656347,3349.80,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transfer Payments,R,Community,Homelessness,Preventing Repossession Fund,2016-07-11,SANCTUARY HOUSING ASSOCIATION,4656782,720.41,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2016-07-27,STEPHENSON & SON ESTATE MANAGEMENT CLIENTS ACCOUNT,4657932,450,Rent in Advance
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2016-07-20,BRITISH GAS BUSINESS,4657264,299.49,29 Belmont Road
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2016-07-20,BRITISH GAS BUSINESS,4657264,19.98,29 Belmont Road
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2016-07-04,BRITISH GAS TRADING LTD,4655887,192.15,GAS - COLLINS COURT
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2016-07-04,BRITISH GAS TRADING LTD,4655833,263.89,GAS - CAVENDISH HOUSE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2016-07-27,BRITISH GAS TRADING LTD,4657768,310.52,GAS - STOCKWELL LANE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2016-07-04,BRITISH GAS TRADING LTD,4655863,345.05,GAS - STOCKWELL LANE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2016-07-27,BRITISH GAS TRADING LTD,4657719,389.27,GAS - COLLINS COURT
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2016-07-04,BRITISH GAS TRADING LTD,4655887,9.74,GAS - COLLINS COURT
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2016-07-27,BRITISH GAS TRADING LTD,4657719,32.39,GAS - COLLINS COURT
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2016-07-20,FURNITURE RESOURCE CENTRE LTD,4655679,287.25,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2016-07-06,FURNITURE RESOURCE CENTRE LTD,4655300,438.08,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2016-07-20,HILLARYS BLINDS LTD,4657502,515.67,
Harrogate Borough Council,Employees,R,Community,Housing Needs,Temporary Staff,2016-07-13,JAMES ANDREW RECRUITMENT SOLUTIONS LTD,4656654,542.21,
Harrogate Borough Council,Employees,R,Community,Housing Needs,Temporary Staff,2016-07-18,JAMES ANDREW RECRUITMENT SOLUTIONS LTD,4657197,564.7,
Harrogate Borough Council,Employees,R,Community,Housing Needs,Temporary Staff,2016-07-04,JAMES ANDREW RECRUITMENT SOLUTIONS LTD,4656217,689.83,
Harrogate Borough Council,Employees,R,Community,Housing Needs,Temporary Staff,2016-07-18,MORGAN HUNT UK LTD,4657173,318.57,
Harrogate Borough Council,Employees,R,Community,Housing Needs,Temporary Staff,2016-07-06,MORGAN HUNT UK LTD,4656343,424.76,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2016-07-06,NPOWER LTD,4655370,513.55,ELEC - CAVENDISH HOUSE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2016-07-27,NPOWER LTD,4656801,549.24,ELEC - BLOSSOMGATE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2016-07-27,NPOWER LTD,4657017,909.54,ELEC - STOCKWELL LANE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2016-07-06,NPOWER LTD,4655370,26,ELEC - CAVENDISH HOUSE HOSTEL
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2016-07-27,NPOWER LTD,4656801,27.44,ELEC - BLOSSOMGATE
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2016-07-27,NPOWER LTD,4657017,45.75,ELEC - STOCKWELL LANE HOSTEL
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Other Supplies & Services,2016-07-04,SECTOR SECURITY SERVICE LTD,4656286,592.48,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Other Supplies & Services,2016-07-13,SECTOR SECURITY SERVICE LTD,4657027,1184.96,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Other Supplies & Services,2016-07-20,SECTOR SECURITY SERVICE LTD,4657219,1184.96,
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228833/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228815/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228832/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228822/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228831/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228826/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228839/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228825/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228837/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228812/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228836/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228824/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228835/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228818/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228821/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228829/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228828/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228820/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228816/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228827/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228819/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228838/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228817/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228830/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228834/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,BRITISH TELECOMMUNICATIONS PLC,1629231,90.98,228823/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-06,CORNEL BUILDING SERVICES LTD,1628535,29788.95,215113/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-06,ENVIROVENT LTD,1625404,590,233770/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,ENVIROVENT LTD,1625739,590,232043/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-06,ENVIROVENT LTD,1628540,590,233766/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-13,ENVIROVENT LTD,1628541,590,233760/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-13,ENVIROVENT LTD,1628542,590,232747/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,ENVIROVENT LTD,1628543,590,233828/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,ENVIROVENT LTD,1628544,590,233768/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,ENVIROVENT LTD,1628545,590,233830/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,ENVIROVENT LTD,1628806,590,234418/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-06,ENVIROVENT LTD,1625401,706.86,231401/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-06,ENVIROVENT LTD,1625402,706.86,232044/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,HELP-LINK UK LTD,1629257,2860.48,234195/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-06,HELP-LINK UK LTD,1628550,3430.12,230702/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,HELP-LINK UK LTD,1629258,8703.62,231156/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-06,HELP-LINK UK LTD,1628553,8703.62,231159/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-06,HELP-LINK UK LTD,1628553,29.81,231159/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-06,HELP-LINK UK LTD,1628552,29.81,231163/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-06,HELP-LINK UK LTD,1628552,8703.62,231163/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,HELP-LINK UK LTD,1629523,8792.60,234416/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,HELP-LINK UK LTD,1629523,310.61,234416/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,MATTHEW FLETCHER,1628546,30,234361/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,MATTHEW FLETCHER,1628546,30,235306/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,MATTHEW FLETCHER,1628546,30,233849/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,MATTHEW FLETCHER,1628546,30,235050/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,MATTHEW FLETCHER,1628546,30,234184/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,MATTHEW FLETCHER,1628546,30,233227/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,MATTHEW FLETCHER,1628546,30,234183/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,MATTHEW FLETCHER,1628546,30,233226/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,MATTHEW FLETCHER,1628546,30,233228/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,MATTHEW FLETCHER,1628546,30,235305/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,MATTHEW FLETCHER,1628546,30,235053/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,MATTHEW FLETCHER,1628546,30,235052/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,NEO PROPERTY SOLUTIONS LTD,1629282,3357.85,233206/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,NEO PROPERTY SOLUTIONS LTD,1629283,3695.59,233207/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-13,NORTON INTERIORS LTD,1628908,2489.00,233168/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,NORTON INTERIORS LTD,1629558,2671.00,235952/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-06,NORTON INTERIORS LTD,1628607,3501.00,234376/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,NORTON INTERIORS LTD,1629285,3528.00,235004/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-04,NORTON INTERIORS LTD,1625811,3555.00,233165/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-04,NORTON INTERIORS LTD,1625810,3775.00,233164/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,NORTON INTERIORS LTD,1629286,3775.00,235006/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,NORTON INTERIORS LTD,1629287,3979.00,235003/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-06,NORTON INTERIORS LTD,1628606,4020.00,234375/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-04,NORTON INTERIORS LTD,1625809,4108.00,233167/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,NORTON INTERIORS LTD,1629551,4157.00,235251/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,NORTON INTERIORS LTD,1629552,4267.65,235221/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-13,NORTON INTERIORS LTD,1628909,4308.00,235005/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,NORTON INTERIORS LTD,1629289,4387.00,234372/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,NORTON INTERIORS LTD,1629554,4409.00,235225/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-06,NORTON INTERIORS LTD,1628605,4488.00,233166/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,NORTON INTERIORS LTD,1629557,4491.00,235953/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,NORTON INTERIORS LTD,1629550,4539.00,235250/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,NORTON INTERIORS LTD,1629553,4773.00,235224/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-27,NORTON INTERIORS LTD,1629549,5068.00,235249/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-06,NORTON INTERIORS LTD,1628604,5083.65,232588/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-20,NORTON INTERIORS LTD,1629288,5404.00,234374/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-25,SCOOTER STORE,1629292,5690.00,234339/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-07-06,TUNSTON CONSTRUCTION LTD,1628615,1771.42,235202/1
